respondent_id,survey_year,survey_month,survey_platform,response_time_minutes,country,region,age,gender,education_level,employment_status,income_bracket,primary_sport,sport_category,secondary_sport,years_following_sport,fan_loyalty_score,primary_viewing_method,watch_frequency,weekly_hours_watching,streaming_subscriptions,stadium_visits_per_year,merchandise_spend_usd,ppv_spend_usd,total_annual_spend_usd,social_media_follows_athletes,social_media_hours_weekly,creates_sports_content,news_source,sports_betting_participation,fantasy_sports_participation,primary_motivation,willing_to_attend_major_event,extra_spend_willingness_usd,broadcast_quality_rating,athlete_professionalism_rating,event_value_for_money_rating,media_coverage_rating,community_atmosphere_rating,overall_satisfaction_rating,sport_growth_perception_rating,fan_tier
1338,2024,5,Online (mobile),7,Japan,East Asia,18,Female,High school,Employed full-time,$50k–$75k,Baseball,Team Sport,,2,2,Social media clips,Several times a week,10.1,1,1,59,0,59,Yes,4.8,No,Social media,No,No,Entertainment,Probably not,2.45,8,6,7,7,10,7,10,Silver
1339,2024,7,Online (desktop),12,USA,North America,18,Non-binary,Master's degree,Employed full-time,$50k–$75k,Baseball,Team Sport,,6,2,Cable/satellite TV,Weekly,1.9,1,1,15,26,41,No,3.7,No,Podcast/radio,No,Yes,Community & belonging,Probably yes,0.15,7,5,7,5,6,7,6,Bronze
1340,2024,11,Online (desktop),16,USA,North America,31,Male,Bachelor's degree,Student,$75k–$100k,American Football,Team Sport,,15,3,Streaming service,Several times a week,5.8,2,1,5,20,25,No,1.6,No,Sports website/app,No,No,Physical inspiration,Definitely not,17.59,5,5,3,7,8,9,9,Bronze
1341,2024,4,Online (mobile),16,India,South Asia,34,Male,Bachelor's degree,Self-employed,$50k–$75k,Cricket,Team Sport,Wrestling,8,2,Streaming service,Several times a week,8.6,5,0,9,6,15,Yes,4.3,No,Sports website/app,Yes,No,Entertainment,Maybe,4.35,6,7,5,5,6,7,9,Bronze
1342,2024,11,Online (mobile),19,UK,Europe,29,Male,Bachelor's degree,Unemployed,$75k–$100k,Tennis,Racquet Sport,Rugby,11,2,Cable/satellite TV,Several times a week,12.7,3,2,20,44,64,Yes,5.6,No,Social media,No,Yes,Entertainment,Probably not,26.43,7,6,6,7,7,8,8,Silver
1343,2024,12,Online (mobile),10,Argentina,South America,18,Male,High school,Employed full-time,$100k–$150k,Soccer,Team Sport,,3,3,Streaming service,Weekly,5.9,5,2,199,51,250,Yes,3.5,Yes,Social media,Yes,Yes,Athletic excellence,Definitely yes,8.56,7,7,7,6,8,6,10,Gold
1344,2024,11,In-app,14,Canada,North America,24,Male,Bachelor's degree,Self-employed,$50k–$75k,Ice Hockey,Team Sport,,14,4,Cable/satellite TV,Weekly,3.6,3,3,17,9,26,Yes,2.3,No,Social media,No,No,Athletic excellence,Definitely yes,0.07,10,8,7,6,5,7,3,Silver
1345,2024,10,Online (desktop),18,Canada,North America,37,Female,Master's degree,Employed part-time,$50k–$75k,Ice Hockey,Team Sport,,7,3,Sports bar/pub,Several times a week,3.2,0,0,22,1,23,Yes,2.1,Yes,Social media,No,No,Community & belonging,Probably yes,5.07,8,7,6,6,8,10,6,Bronze
1346,2024,6,In-person tablet,19,UK,Europe,39,Male,Some college,Employed full-time,Under $25k,Soccer,Team Sport,Rugby,11,3,Streaming service,Weekly,4.1,0,1,35,0,35,No,1.1,Yes,TV sports news,Yes,No,Athletic excellence,Probably not,0.36,8,5,7,6,9,6,8,Silver
1347,2024,1,Online (desktop),16,Brazil,South America,33,Male,Bachelor's degree,Employed part-time,$75k–$100k,Volleyball,Team Sport,Athletics,6,3,In-person (stadium/arena),A few times a month,2.4,2,0,184,1,185,No,2.2,No,TV sports news,No,No,Entertainment,Probably yes,28.73,7,8,5,6,6,8,7,Silver
1348,2024,3,Online (desktop),18,Brazil,South America,46,Female,Doctorate,Self-employed,Under $25k,Soccer,Team Sport,Volleyball,8,4,Radio/podcast,Monthly or less,0.6,2,1,15,10,25,No,0.0,No,Social media,No,No,Community & belonging,Probably not,0.76,6,7,7,7,8,4,6,Bronze
1349,2024,7,Online (mobile),14,Nigeria,Africa,37,Female,Bachelor's degree,Employed full-time,$50k–$75k,Soccer,Team Sport,Boxing,27,3,Social media clips,Several times a week,6.3,0,1,26,55,81,Yes,2.4,No,Sports website/app,No,Yes,Entertainment,Definitely yes,6.2,7,9,9,8,8,9,4,Silver
1350,2024,11,Online (desktop),13,USA,North America,25,Male,Bachelor's degree,Employed full-time,$100k–$150k,Basketball,Team Sport,,11,2,Social media clips,Daily,14.1,2,1,26,18,44,No,3.5,No,TV sports news,No,No,Entertainment,Definitely yes,6.55,8,6,9,5,8,7,5,Silver
1351,2024,9,Online (mobile),9,Argentina,South America,30,Male,Bachelor's degree,Self-employed,$50k–$75k,Soccer,Team Sport,Boxing,12,3,Free broadcast TV,Weekly,2.6,0,0,4,13,17,Yes,2.2,No,Sports website/app,No,No,Community & belonging,Maybe,4.99,9,7,6,3,5,7,7,Bronze
1352,2024,12,Online (desktop),9,Australia,Oceania,18,Male,Bachelor's degree,Employed full-time,$25k–$50k,Cricket,Team Sport,Swimming,3,2,Streaming service,Several times a week,11.7,3,1,9,7,16,Yes,6.6,No,Podcast/radio,No,Yes,Athletic excellence,Maybe,0.56,8,6,4,5,9,10,8,Silver
1353,2024,1,Online (mobile),14,UK,Europe,32,Male,Bachelor's degree,Student,$75k–$100k,Golf,Individual Sport,Rugby,18,3,Social media clips,Daily,18.8,2,2,32,28,60,Yes,3.0,No,Social media,Yes,No,Entertainment,Probably yes,6.08,8,7,8,8,8,7,9,Gold
1354,2024,4,In-app,7,Canada,North America,45,Female,Master's degree,Employed full-time,$25k–$50k,Lacrosse,Team Sport,Basketball,12,4,Sports bar/pub,Several times a week,9.3,0,1,1,6,7,No,0.0,No,Sports website/app,No,No,Entertainment,Probably not,5.6,6,7,1,8,7,8,5,Bronze
1355,2024,7,In-app,18,UK,Europe,41,Male,Bachelor's degree,Employed full-time,$75k–$100k,Cricket,Team Sport,Cycling,24,7,Cable/satellite TV,A few times a month,2.1,0,5,184,12,196,Yes,2.2,No,Social media,No,No,Gambling/betting,Probably not,5.93,5,7,7,6,10,9,7,Platinum
1356,2024,12,Online (mobile),13,Argentina,South America,48,Female,Master's degree,Retired,$75k–$100k,Tennis,Racquet Sport,,13,3,Cable/satellite TV,A few times a month,1.3,2,2,12,12,24,No,1.6,No,Podcast/radio,Yes,No,Community & belonging,Probably yes,6.35,9,9,7,7,9,9,6,Bronze
1357,2024,10,In-app,19,Pakistan,South Asia,30,Female,Bachelor's degree,Unemployed,$25k–$50k,Cricket,Team Sport,Soccer,8,3,Cable/satellite TV,Several times a week,8.0,0,2,32,24,56,Yes,1.5,No,Social media,Yes,No,Entertainment,Probably not,10.51,6,7,6,3,8,9,8,Silver
1358,2024,9,Online (mobile),12,UK,Europe,48,Female,Bachelor's degree,Employed full-time,$100k–$150k,Soccer,Team Sport,,29,6,Cable/satellite TV,Several times a week,11.3,4,5,478,137,615,Yes,1.3,No,Sports website/app,No,Yes,Entertainment,Probably yes,11.08,6,10,6,5,6,7,8,Platinum
1359,2024,8,Online (desktop),12,India,South Asia,31,Male,Bachelor's degree,Student,$25k–$50k,Cricket,Team Sport,Tennis,17,1,Streaming service,Weekly,5.3,0,1,33,11,44,Yes,2.9,No,Newspaper/magazine,No,No,Gambling/betting,Maybe,5.13,6,10,3,5,7,9,5,Bronze
1360,2024,2,Online (mobile),10,Australia,Oceania,49,Male,Master's degree,Employed full-time,Over $150k,Swimming,Individual Sport,Tennis,28,5,In-person (stadium/arena),Daily,14.2,1,4,814,33,847,Yes,3.8,No,Podcast/radio,Yes,Yes,Entertainment,Definitely yes,9.05,8,6,4,9,8,8,5,Platinum
1361,2024,2,Online (desktop),9,Pakistan,South Asia,33,Female,Bachelor's degree,Employed full-time,Under $25k,Wrestling,Combat Sport,,7,4,Cable/satellite TV,Several times a week,9.8,1,0,20,10,30,Yes,3.3,No,Podcast/radio,No,Yes,Athletic excellence,Definitely yes,1.48,6,5,3,6,8,7,10,Silver
1362,2024,9,Online (desktop),13,India,South Asia,41,Male,High school,Employed full-time,$25k–$50k,Badminton,Racquet Sport,,14,3,Cable/satellite TV,Daily,15.4,4,4,48,5,53,Yes,0.8,No,Sports website/app,Yes,Yes,Community & belonging,Probably yes,0.36,10,5,4,5,8,10,7,Gold
1363,2024,12,Online (desktop),16,Spain,Europe,49,Male,High school,Employed full-time,$25k–$50k,Soccer,Team Sport,Cycling,24,3,Streaming service,Several times a week,8.8,1,0,10,34,44,Yes,1.3,No,TV sports news,Yes,No,Nostalgia,Probably yes,3.26,10,10,5,5,8,9,8,Bronze
1364,2024,2,Online (mobile),12,Spain,Europe,31,Male,Some college,Student,Under $25k,Soccer,Team Sport,Cycling,7,2,Free broadcast TV,Several times a week,10.0,2,0,6,24,30,Yes,5.1,No,Sports website/app,No,No,Nostalgia,Definitely yes,3.65,7,6,5,8,5,7,5,Bronze
1365,2024,10,Online (mobile),15,Canada,North America,35,Male,Some college,Student,$75k–$100k,Soccer,Team Sport,,24,4,Streaming service,Weekly,4.8,2,0,17,21,38,No,2.7,No,Sports website/app,No,No,Gambling/betting,Probably yes,2.49,6,7,8,7,9,10,7,Silver
1366,2024,7,In-app,9,USA,North America,47,Female,Master's degree,Retired,$75k–$100k,American Football,Team Sport,Soccer,1,1,Streaming service,Weekly,5.3,4,1,0,13,13,Yes,4.5,No,Sports website/app,No,No,Community & belonging,Probably yes,16.36,10,5,10,5,9,8,6,Bronze
1367,2024,12,In-app,7,Japan,East Asia,32,Male,High school,Student,$100k–$150k,Martial Arts,Combat Sport,Basketball,8,5,In-person (stadium/arena),Several times a week,8.3,4,3,91,255,346,Yes,2.0,No,TV sports news,No,No,Athletic excellence,Definitely yes,4.82,8,6,4,8,6,5,5,Platinum
1368,2024,10,Online (mobile),17,Pakistan,South Asia,18,Male,Master's degree,Employed full-time,$25k–$50k,Cricket,Team Sport,Wrestling,4,2,Streaming service,Daily,12.6,2,1,7,11,18,Yes,5.1,Yes,Social media,Yes,No,Athletic excellence,Definitely yes,0.09,6,3,5,8,6,5,5,Silver
1369,2024,11,Online (desktop),19,USA,North America,57,Male,Some college,Student,$50k–$75k,Soccer,Team Sport,,1,1,Streaming service,Several times a week,6.9,1,0,15,22,37,Yes,0.6,No,Newspaper/magazine,No,Yes,Community & belonging,Definitely yes,20.67,8,9,6,6,7,7,9,Bronze
1370,2024,9,Online (desktop),15,India,South Asia,28,Female,Bachelor's degree,Retired,$75k–$100k,Soccer,Team Sport,,4,2,Cable/satellite TV,Weekly,3.0,3,1,41,37,78,No,4.0,No,Social media,No,Yes,Physical inspiration,Definitely yes,1.7,7,10,4,5,10,6,5,Silver
1371,2024,8,Online (desktop),7,Nigeria,Africa,35,Female,Bachelor's degree,Student,$50k–$75k,Soccer,Team Sport,Wrestling,19,5,Free broadcast TV,Daily,7.9,0,0,10,8,18,No,2.1,No,Sports website/app,No,Yes,Social bonding,Probably yes,3.93,9,9,6,10,9,10,9,Silver
1372,2024,12,Online (mobile),12,India,South Asia,46,Female,Some college,Student,$75k–$100k,Field Hockey,Team Sport,Tennis,21,4,In-person (stadium/arena),Daily,10.3,3,2,23,44,67,Yes,0.9,Yes,TV sports news,No,Yes,Community & belonging,Definitely yes,6.49,7,5,9,8,7,7,5,Silver
1373,2024,11,In-app,10,Argentina,South America,26,Male,Doctorate,Unemployed,$75k–$100k,Rugby,Team Sport,,16,4,Streaming service,Weekly,2.6,2,2,17,24,41,No,2.4,Yes,Social media,Yes,Yes,Nostalgia,Probably not,25.33,7,8,8,7,6,6,10,Silver
1374,2024,11,Online (desktop),13,UK,Europe,22,Male,High school,Employed full-time,Under $25k,Cricket,Team Sport,,13,2,Streaming service,Weekly,3.2,0,0,1,2,3,No,4.2,No,Social media,No,No,Athletic excellence,Definitely yes,1.96,10,7,8,5,6,7,7,Bronze
1375,2024,12,Online (desktop),8,India,South Asia,36,Male,Bachelor's degree,Student,$75k–$100k,Soccer,Team Sport,,18,6,In-person (stadium/arena),Several times a week,11.1,1,1,16,12,28,No,0.7,Yes,Social media,Yes,Yes,Community & belonging,Definitely yes,16.67,8,9,7,8,9,5,8,Gold
1376,2024,5,Online (desktop),18,Argentina,South America,18,Female,Master's degree,Student,$75k–$100k,Soccer,Team Sport,Basketball,6,3,Social media clips,Several times a week,7.7,1,2,47,41,88,Yes,5.0,No,Podcast/radio,No,No,Community & belonging,Probably yes,8.23,6,8,7,5,7,7,4,Gold
1377,2024,2,In-app,12,UK,Europe,30,Male,Bachelor's degree,Retired,$75k–$100k,Soccer,Team Sport,,12,4,In-person (stadium/arena),Monthly or less,0.9,3,4,26,57,83,No,6.6,No,Podcast/radio,Yes,No,Community & belonging,Definitely yes,2.28,6,4,6,7,7,7,7,Silver
1378,2024,6,In-app,16,Germany,Europe,36,Female,Bachelor's degree,Employed full-time,$25k–$50k,Soccer,Team Sport,,1,3,Free broadcast TV,Monthly or less,0.9,1,2,27,19,46,Yes,0.0,No,Social media,Yes,No,National pride,Definitely yes,3.74,10,9,9,8,9,7,10,Bronze
1379,2024,7,In-person tablet,16,Brazil,South America,30,Male,Bachelor's degree,Employed part-time,$25k–$50k,Soccer,Team Sport,,4,3,Cable/satellite TV,Several times a week,11.2,0,0,0,43,43,Yes,1.8,Yes,Sports website/app,No,No,Nostalgia,Maybe,0.41,7,7,1,7,7,6,8,Bronze
1380,2024,10,Online (mobile),12,Australia,Oceania,18,Female,Master's degree,Self-employed,$50k–$75k,Cricket,Team Sport,,5,1,Free broadcast TV,A few times a month,1.4,1,0,9,19,28,Yes,3.5,No,Social media,Yes,No,Community & belonging,Probably yes,0.84,7,10,4,8,7,7,10,Bronze
1381,2024,7,Online (mobile),7,USA,North America,51,Male,Vocational training,Employed full-time,$25k–$50k,Baseball,Team Sport,American Football,30,4,Social media clips,Weekly,3.7,1,1,37,6,43,Yes,0.0,No,TV sports news,No,No,Nostalgia,Definitely yes,0.55,7,4,3,6,8,7,3,Silver
1382,2024,5,Online (desktop),19,Brazil,South America,34,Female,Doctorate,Self-employed,$25k–$50k,Soccer,Team Sport,,16,5,Free broadcast TV,Monthly or less,0.7,0,0,3,12,15,No,0.7,No,Social media,No,No,Gambling/betting,Probably yes,0.04,6,7,4,8,6,5,5,Bronze
1383,2024,10,Online (mobile),21,Nigeria,Africa,49,Male,Bachelor's degree,Employed full-time,$100k–$150k,Soccer,Team Sport,Athletics,13,5,Sports bar/pub,Several times a week,10.3,5,4,36,94,130,No,1.4,No,Podcast/radio,No,No,Entertainment,Definitely yes,2.36,9,5,5,5,6,7,7,Gold
1384,2024,9,Online (mobile),11,India,South Asia,30,Female,Vocational training,Employed full-time,$75k–$100k,Wrestling,Combat Sport,,17,2,Cable/satellite TV,Weekly,6.0,3,0,26,70,96,No,1.9,No,Podcast/radio,No,No,Entertainment,Probably yes,4.93,9,7,5,8,8,8,5,Bronze
1385,2024,6,In-app,8,Spain,Europe,23,Male,High school,Employed full-time,$50k–$75k,MMA,Combat Sport,Cycling,13,4,Sports bar/pub,Weekly,4.7,2,0,343,20,363,Yes,5.3,No,Social media,No,No,Physical inspiration,Probably yes,0.51,7,5,4,10,8,7,10,Gold
1386,2024,10,In-app,19,India,South Asia,36,Male,High school,Employed part-time,$25k–$50k,Cricket,Team Sport,,21,4,In-person (stadium/arena),Several times a week,10.5,1,1,34,11,45,No,0.8,No,TV sports news,No,No,Nostalgia,Probably not,0.03,9,8,6,6,7,7,5,Silver
1387,2024,9,Online (desktop),12,South Africa,Africa,31,Female,Master's degree,Employed full-time,$100k–$150k,Cricket,Team Sport,,18,3,Social media clips,A few times a month,2.2,6,2,10,296,306,Yes,4.7,No,Social media,No,No,Social bonding,Maybe,1.71,7,5,6,5,6,7,8,Bronze
1388,2024,8,Online (desktop),9,USA,North America,20,Male,Some college,Employed part-time,$25k–$50k,American Football,Team Sport,Tennis,4,3,Streaming service,Several times a week,7.7,0,0,15,0,15,Yes,0.0,No,Sports website/app,Yes,No,Entertainment,Probably not,17.68,6,4,7,7,8,10,6,Bronze
1389,2024,10,Online (desktop),8,Nigeria,Africa,49,Female,High school,Employed full-time,$100k–$150k,Soccer,Team Sport,Athletics,33,7,In-person (stadium/arena),Daily,17.6,5,5,486,55,541,Yes,1.0,No,Newspaper/magazine,Yes,Yes,Athletic excellence,Definitely yes,13.81,10,6,8,8,9,9,4,Platinum
1390,2024,9,Online (mobile),16,UK,Europe,26,Female,Some college,Employed full-time,Over $150k,Soccer,Team Sport,Rugby,10,4,Social media clips,Several times a week,9.0,5,5,190,13,203,Yes,1.3,No,Sports website/app,No,No,Gambling/betting,Probably yes,12.85,10,6,5,6,5,7,7,Platinum
1391,2024,1,Online (desktop),12,India,South Asia,18,Female,Bachelor's degree,Employed full-time,$75k–$100k,Wrestling,Combat Sport,Soccer,6,2,Streaming service,Monthly or less,0.5,3,1,2,99,101,Yes,4.6,No,Social media,Yes,No,Athletic excellence,Definitely yes,7.56,8,6,8,7,7,8,6,Bronze
1392,2024,11,In-app,16,USA,North America,48,Male,Master's degree,Employed full-time,Over $150k,Ice Hockey,Team Sport,,25,5,Free broadcast TV,Several times a week,10.0,6,4,169,43,212,No,3.4,No,Podcast/radio,No,No,Gambling/betting,Probably not,13.01,7,8,6,6,9,5,8,Platinum
1393,2024,2,In-app,12,USA,North America,27,Male,Bachelor's degree,Employed part-time,$75k–$100k,Baseball,Team Sport,American Football,9,2,Social media clips,Weekly,3.7,2,1,39,54,93,Yes,4.4,No,Sports website/app,No,Yes,Entertainment,Probably yes,1.61,6,5,8,5,7,10,9,Silver
1394,2024,8,Online (desktop),8,Germany,Europe,26,Female,Some college,Student,$25k–$50k,Cycling,Individual Sport,,6,3,Streaming service,Weekly,3.5,0,1,34,20,54,No,4.0,No,Social media,No,No,Entertainment,Definitely yes,2.83,8,8,4,7,5,5,5,Silver
1395,2024,6,Online (mobile),12,India,South Asia,18,Male,Bachelor's degree,Employed full-time,$25k–$50k,Soccer,Team Sport,,5,4,Streaming service,Daily,16.6,2,0,5,3,8,Yes,4.3,Yes,Social media,No,No,Entertainment,Probably yes,9.24,10,8,10,7,6,8,9,Silver
1396,2024,1,Online (mobile),7,France,Europe,52,Female,Doctorate,Employed full-time,$25k–$50k,Athletics,Individual Sport,,35,3,In-person (stadium/arena),Several times a week,7.8,0,0,3,45,48,Yes,2.1,No,Newspaper/magazine,No,No,Community & belonging,Definitely yes,3.17,7,8,7,5,8,6,7,Bronze
1397,2024,11,In-app,12,UK,Europe,19,Male,Master's degree,Student,Under $25k,Soccer,Team Sport,,4,3,Cable/satellite TV,Weekly,4.6,1,0,5,1,6,Yes,4.8,No,Social media,Yes,No,Community & belonging,Maybe,4.14,9,6,6,6,8,6,6,Bronze
1398,2024,10,Online (mobile),10,India,South Asia,34,Male,Bachelor's degree,Employed full-time,$75k–$100k,Cricket,Team Sport,,20,2,Streaming service,Monthly or less,1.1,2,1,2,18,20,No,3.8,No,Social media,No,No,Physical inspiration,Definitely yes,1.89,7,10,4,7,5,9,6,Bronze
1399,2024,1,Online (desktop),9,Australia,Oceania,43,Male,Vocational training,Retired,$25k–$50k,Cricket,Team Sport,Swimming,25,6,Streaming service,Daily,10.8,1,1,25,2,27,Yes,1.8,No,Newspaper/magazine,Yes,No,Entertainment,Probably yes,8.99,7,7,9,7,7,8,8,Gold
1400,2024,11,Online (mobile),17,Japan,East Asia,38,Male,Master's degree,Student,$100k–$150k,Tennis,Racquet Sport,,14,3,Streaming service,Several times a week,8.8,3,2,83,65,148,Yes,0.4,No,Social media,Yes,No,Community & belonging,Probably not,15.65,7,8,3,4,9,7,7,Gold
1401,2024,1,Online (desktop),13,USA,North America,32,Male,High school,Employed full-time,$25k–$50k,American Football,Team Sport,Tennis,21,3,Streaming service,Daily,18.2,0,0,0,6,6,Yes,4.4,No,TV sports news,Yes,No,National pride,Maybe,4.76,4,10,10,6,7,8,7,Silver
1402,2024,3,Online (mobile),4,USA,North America,18,Female,High school,Employed full-time,$50k–$75k,Soccer,Team Sport,Ice Hockey,4,3,Streaming service,Several times a week,6.1,1,0,72,13,85,Yes,1.7,No,Social media,No,No,Athletic excellence,Definitely not,6.85,6,9,7,9,8,8,6,Silver
1403,2024,9,Online (desktop),12,USA,North America,24,Female,High school,Employed part-time,Over $150k,Soccer,Team Sport,Basketball,14,4,Free broadcast TV,Several times a week,8.9,5,2,61,84,145,Yes,5.4,No,TV sports news,Yes,Yes,Entertainment,Definitely yes,3.66,9,7,4,9,8,9,7,Gold
1404,2024,6,In-app,18,Canada,North America,35,Male,Master's degree,Employed full-time,$25k–$50k,American Football,Team Sport,,17,2,In-person (stadium/arena),Weekly,2.8,0,4,25,6,31,Yes,0.9,No,Newspaper/magazine,No,No,Community & belonging,Probably yes,5.28,3,4,5,5,7,8,6,Silver
1405,2024,2,Online (mobile),18,Spain,Europe,24,Non-binary,Some college,Employed full-time,$75k–$100k,Soccer,Team Sport,MMA,8,1,Social media clips,Several times a week,10.0,3,0,28,44,72,No,2.7,No,Podcast/radio,Yes,Yes,Athletic excellence,Probably yes,3.6,6,5,10,9,8,5,8,Silver
1406,2024,8,Online (mobile),15,UK,Europe,35,Male,Bachelor's degree,Employed full-time,$75k–$100k,Soccer,Team Sport,,8,3,Streaming service,Several times a week,10.0,1,3,29,15,44,Yes,0.0,No,Social media,No,No,Entertainment,Definitely yes,0.65,7,5,6,7,8,7,10,Silver
1407,2024,11,Online (desktop),10,Argentina,South America,40,Female,High school,Student,$25k–$50k,Soccer,Team Sport,,16,2,Cable/satellite TV,Weekly,3.5,1,0,19,2,21,Yes,0.8,No,Sports website/app,No,No,Social bonding,Probably not,0.74,5,5,4,6,5,5,5,Bronze
1408,2024,10,Online (mobile),14,France,Europe,44,Female,Doctorate,Employed part-time,$50k–$75k,Soccer,Team Sport,Cycling,17,2,Cable/satellite TV,Monthly or less,1.9,0,1,15,36,51,No,3.3,No,TV sports news,No,No,Athletic excellence,Maybe,5.07,7,7,7,8,8,9,10,Bronze
1409,2024,3,Online (desktop),15,Australia,Oceania,20,Female,Bachelor's degree,Employed full-time,$25k–$50k,Cricket,Team Sport,Swimming,2,2,Social media clips,Several times a week,10.2,2,0,16,0,16,Yes,3.2,No,Podcast/radio,No,Yes,Gambling/betting,Probably yes,25.5,4,7,4,6,5,8,8,Silver
1410,2024,1,Online (desktop),20,Argentina,South America,57,Male,Doctorate,Self-employed,$75k–$100k,Basketball,Team Sport,,24,3,Free broadcast TV,Weekly,5.1,1,2,53,18,71,Yes,1.7,Yes,Sports website/app,No,No,Athletic excellence,Probably yes,6.37,8,8,8,9,8,8,7,Silver
1411,2024,10,Online (mobile),9,India,South Asia,41,Male,Doctorate,Employed full-time,$75k–$100k,Badminton,Racquet Sport,Tennis,11,4,Social media clips,Several times a week,9.3,2,1,3,7,10,No,2.5,No,Social media,Yes,Yes,National pride,Probably not,1.38,9,9,4,5,9,6,10,Silver
1412,2024,6,In-person tablet,11,USA,North America,33,Male,High school,Employed part-time,$50k–$75k,Tennis,Racquet Sport,,17,5,Streaming service,A few times a month,3.0,2,2,51,23,74,No,2.1,No,Social media,Yes,No,Athletic excellence,Definitely yes,11.18,5,8,6,8,6,5,7,Gold
1413,2024,4,Online (mobile),13,India,South Asia,45,Female,Bachelor's degree,Employed full-time,$75k–$100k,Tennis,Racquet Sport,Wrestling,32,5,Free broadcast TV,Weekly,2.5,5,0,1,5,6,Yes,1.2,No,TV sports news,No,No,Gambling/betting,Probably yes,0.25,8,7,8,7,6,5,8,Bronze
1414,2024,6,Online (desktop),10,USA,North America,59,Male,High school,Employed part-time,$25k–$50k,American Football,Team Sport,Basketball,12,3,Cable/satellite TV,A few times a month,2.2,0,1,19,1,20,Yes,0.0,No,TV sports news,No,No,Physical inspiration,Definitely not,0.7,7,8,6,5,9,8,6,Bronze
1415,2024,12,Online (mobile),12,Germany,Europe,18,Female,Doctorate,Retired,$75k–$100k,Cycling,Individual Sport,Tennis,9,5,Social media clips,Daily,14.8,4,3,18,78,96,No,1.8,No,Sports website/app,No,No,Physical inspiration,Definitely yes,5.45,8,7,9,8,8,6,8,Gold
1416,2024,8,In-app,11,China,East Asia,31,Male,Bachelor's degree,Employed full-time,$100k–$150k,Basketball,Team Sport,Athletics,11,2,Cable/satellite TV,Weekly,3.4,2,2,174,29,203,No,3.6,No,Social media,No,Yes,Entertainment,Maybe,1.6,9,7,5,6,7,8,7,Silver
1417,2024,4,Online (desktop),18,USA,North America,18,Female,High school,Employed full-time,$100k–$150k,Baseball,Team Sport,,3,4,Cable/satellite TV,Several times a week,8.9,4,4,25,68,93,Yes,4.2,No,TV sports news,Yes,No,Community & belonging,Maybe,12.21,6,7,4,9,8,7,6,Gold
1418,2024,4,In-person tablet,14,USA,North America,35,Male,High school,Employed full-time,$75k–$100k,Basketball,Team Sport,Soccer,19,5,Streaming service,Several times a week,10.5,0,1,141,27,168,No,1.9,No,TV sports news,No,No,Entertainment,Probably not,1.46,8,6,6,5,6,6,7,Platinum
1419,2024,11,Online (mobile),14,UK,Europe,37,Male,Bachelor's degree,Employed full-time,$50k–$75k,Cricket,Team Sport,,12,4,In-person (stadium/arena),Several times a week,7.2,0,2,17,23,40,Yes,0.8,No,Sports website/app,Yes,No,Entertainment,Definitely yes,8.12,10,7,7,7,6,8,10,Silver
1420,2024,6,In-person tablet,12,China,East Asia,33,Male,Doctorate,Employed full-time,Over $150k,Badminton,Racquet Sport,,13,5,Streaming service,Weekly,3.9,6,4,127,248,375,No,1.0,No,Sports website/app,No,No,Physical inspiration,Definitely not,2.41,5,3,4,7,6,6,6,Gold
1421,2024,2,Online (mobile),10,India,South Asia,26,Male,Master's degree,Student,$25k–$50k,Soccer,Team Sport,,8,3,Streaming service,Weekly,2.8,0,0,25,38,63,Yes,3.3,No,TV sports news,Yes,No,Community & belonging,Definitely yes,9.61,9,6,6,4,7,9,9,Bronze
1422,2024,3,Online (mobile),18,Germany,Europe,18,Male,Master's degree,Unemployed,$75k–$100k,Soccer,Team Sport,,3,2,Streaming service,Daily,7.2,0,0,101,27,128,Yes,5.1,No,Social media,No,Yes,Community & belonging,Probably yes,11.23,6,8,4,9,8,6,6,Silver
1423,2024,2,Online (mobile),15,USA,North America,37,Female,Bachelor's degree,Employed full-time,$25k–$50k,Baseball,Team Sport,,21,5,Sports bar/pub,Weekly,5.2,1,0,39,32,71,No,5.4,No,Podcast/radio,No,No,Entertainment,Definitely yes,11.68,8,9,6,9,5,7,8,Gold
1424,2024,12,In-app,14,USA,North America,49,Male,High school,Employed part-time,Over $150k,Baseball,Team Sport,Tennis,19,5,Cable/satellite TV,Daily,13.4,3,4,70,52,122,Yes,2.7,No,Social media,No,No,Social bonding,Definitely yes,2.05,6,8,10,8,7,9,8,Platinum
1425,2024,9,In-app,17,Nigeria,Africa,26,Male,Vocational training,Self-employed,$75k–$100k,Soccer,Team Sport,Tennis,3,4,Social media clips,Daily,13.7,2,3,133,7,140,Yes,4.9,No,Podcast/radio,No,Yes,Nostalgia,Definitely not,5.73,7,6,8,8,10,5,10,Platinum
1426,2024,4,Online (mobile),11,Nigeria,Africa,38,Female,High school,Employed part-time,$75k–$100k,Soccer,Team Sport,,20,4,Sports bar/pub,Weekly,2.5,2,2,53,6,59,Yes,4.0,No,TV sports news,No,No,Athletic excellence,Maybe,8.73,6,5,7,7,7,5,5,Silver
1427,2024,12,Online (mobile),19,USA,North America,18,Male,Doctorate,Employed full-time,Under $25k,Basketball,Team Sport,American Football,2,1,Sports bar/pub,Several times a week,7.6,0,0,1,5,6,Yes,5.9,No,Sports website/app,No,No,Nostalgia,Probably yes,4.49,6,4,6,7,8,6,6,Bronze
